day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI
19186,14389475,1657716006,29857.363282318962,522.877338222142018629677184,0.1045754676444284037259354368,6.810253937306782,21.647452890836657,1067.156416,1043.529565,28.38884717711855,1051.7286276557238,3.3674492447746295e-06,0.0,
19187,14469078,1657789701,31016.686258455058,3181.297630886901932794793203,0.6362595261773803865589586406,7.654514995826374,20.789470544733284,1107.074265,1084.326301,28.38884717711855,1092.565896210627,2.0488281899840355e-05,0.0,
19188,14614675,1657926215,42912.86501434163,0,0,13.010629964026249,21.1400156877795,1267.431188,1249.894381,34.1191517064338,1257.735402789912,0.0,2.1490643615853196e-18,
19189,14699364,1658010511,53240.030640390396,7064.437194320280021028097115,1.412887438864056004205619423,7.38338149346168,32.12590836994552,1367.090801,1343.036817,39.35800329705345,1352.7116769253441,2.6198593516130945e-05,1.8411924066580993e-18,
19190,14741488,1658050454,53925.125138068484,3407.6626989393673195149388005,0.6815325397878734639029877601,9.903831903702967,29.64631137808871,1380.053389,1357.919636,39.458632878958134,1366.6242645427487,1.2723476223247065e-05,1.648590894011714e-18,
19191,14920955,1658187271,51834.09648110208,1587.009301819321334269253213,0.3174018603638642668538506426,8.980380416904252,24.01867702242103,1584.243177,1565.739447,32.93345124162818,1573.9041772695637,6.375851591953656e-06,1.658834405889425e-18,
19192,15038124,1658260224,52461.18236162614,17426.24711121428481019833393,3.485249422242856962039666786,11.027224802208286,22.29537433488419,1587.695479,1567.738082,33.275133489141105,1576.5881864529904,6.60372855963181e-05,2.0292922808990303e-18,
19193,15096760,1658303910,51547.0976410261,1544.0690909414298332138435455,0.3088138181882859666427687091,10.037093940692332,23.29537433488419,1565.771757,1538.129369,33.275133489141105,1549.1176814616779,5.851296087344495e-06,1.8543559900380043e-18,
19194,15298769,1658447359,52668.68699786163,3066.794459152228565221431832,0.6133588918304457130442863664,11.699359646526545,21.61865611153969,1594.079585,1573.593495,33.275133489141105,1582.8242136143301,1.1556163881167247e-05,1.843897553872929e-18,
19195,15419155,1658530312,54430.885995054276,5360.2877636678167023012865905,1.0720575527335633404602573181,15.735023748827096,19.571071377813137,1549.160597,1535.675111,35.274030973209584,1543.0866417391935,1.9597720337769894e-05,1.6651015562758857e-18,
19196,15543068,1658618661,60879.3400047319,3138.701661778552120621915835,0.627740332355710424124383167,13.995193229649772,25.230930725492406,1554.151813,1550.822104,39.174771357441216,1554.0445520218184,1.0307652930202218e-05,1.4883787979182707e-18,
19197,15664047,1658705293,62109.09266414285,1599.64814184796541293666798,0.319929628369593082587333596,12.823300036906087,25.907197017424874,1613.24636,1598.858824,38.671993563034405,1606.04838131519,5.126909403713818e-06,1.4710815624903727e-18,
19198,15766660,1658786258,59217.19110877411,3987.915777684996626953580312,0.7975831555369993253907160624,15.716344637744982,23.2853282807855,1525.958714,1513.171626,38.95945699579509,1519.9696216291065,1.3401630549615172e-05,1.4218793141483305e-18,
19199,15831092,1658837700,55505.24252374277,1690.353939494103080384133128,0.3380707878988206160768266256,14.521676238737797,24.64585586967866,1419.209396,1415.894962,39.11860601002078,1418.8962282941352,6.0847067709138e-06,1.2793970196165425e-18,
19200,16109874,1658963580,64563.147520622544,8653.3917109022763071231193,1.73067834218045526142462386,13.442210058536855,26.21370463242211,1633.42478,1625.3448,39.596559826284626,1630.5241617925815,2.6731686245812456e-05,1.1113667725272256e-18,
19201,16352014,1659051261,87362.83352793628,12624.8088754934294916110474125,2.5249617750986858983222094825,19.492713327633446,31.058511627490123,1739.393363,1721.181555,50.48735461019835,1730.3903958217916,2.838591779201927e-05,8.619513902169466e-19,
19202,16455063,1659081958,86756.73742144878,1285.0460133331702868517103,0.25700920266663405737034206,18.746932748387888,31.808511627490123,1727.54063,1709.311333,50.48735461019835,1718.3854866486524,2.8893277397842423e-06,8.619513902169466e-19,
19203,16831457,1659222263,86266.31803016855,10623.558396617965330938083689,2.1247116793235930661876167378,17.512116357058844,33.12777695286449,1709.160582,1700.545712,50.56205492102988,1706.1473898737543,2.4131120375394755e-05,8.799828875699248e-19,
19204,17006615,1659310040,56933.76995581147,8777.3907304953004200153473845,1.7554781460990600840030694769,12.338980764650776,21.451426130859105,1694.621584,1679.322699,33.740903469476265,1687.3813117457464,3.066953869055271e-05,1.1810260221135364e-18,
19205,17142926,1659386530,45300.458473012244,2461.029479355558378207395148,0.4922058958711116756414790296,10.889155516825094,16.878267115366384,1639.306905,1626.33939,27.73017656866986,1633.6159404117773,1.0815729324794722e-05,1.5046266493391788e-18,
19206,17253427,1659444335,43830.60699736183,0,0,10.889153214073621,16.878273575359692,1588.090659,1572.296146,27.730176715852007,1580.6104463916374,0.0,1.5983082908951493e-18,
19207,17497753,1659555971,46267.916039749776,8398.002380135351909590987634,1.6796004760270703819181975268,9.848300711813538,17.926125366894574,1674.279332,1661.212844,27.730176871429506,1668.504180635781,3.620877575327668e-05,1.612803526504239e-18,
19208,17641344,1659613857,45443.78394329244,2063.0762566484544204050849565,0.4126152513296908840810169913,11.111277704777171,16.856315408443354,1633.290111,1619.324466,27.9293385559248,1627.0984668074857,8.958478833150759e-06,1.67556973855546e-18,
19209,17955209,1659734831,54516.235394283794,1898.0087901384962104318293435,0.3796017580276992420863658687,13.002111566321567,18.977192761997348,1711.727034,1699.94424,31.936292808281873,1707.030797893561,6.982511065431405e-06,1.4622493111282785e-18,
19210,18105138,1659819198,58994.88845888581,2469.985884673381138456626421,0.4939971769346762276913252842,15.602589198925319,18.822224257767424,1717.870206,1710.300807,34.38281942088429,1715.824631387036,8.347760477420961e-06,1.4521404683390532e-18,
19211,18179362,1659872034,57774.101864016826,13090.0495674008277204922258895,2.6180099134801655440984451779,15.728277401989265,18.498131441806834,1693.253037,1683.529414,34.18348462022755,1690.1173916549715,4.5149051076375386e-05,1.3315002909515914e-18,
19212,18353863,1659977566,60625.10244708104,62001.5348207522069251720419685,12.4003069641504413850344083937,15.723898257574882,18.509990551520875,1777.757615,1765.091262,34.18348462022755,1773.520257534162,0.00021385025687046668,1.3315002909515914e-18,
19213,18463395,1660053388,58074.38775528141,5078.5878633515044346314635935,1.0157175726703008869262927187,12.878324971903766,21.366102807214922,1707.049797,1689.145,34.18348462022755,1698.9019229747216,1.7516619907180834e-05,1.3315002909515914e-18,
19214,18655276,1660172526,67204.23741796124,6970.702833121914929188108295,1.394140566624382985837621659,12.932811403067733,23.3120331510469,1865.951009,1847.64,36.1751047705228,1857.7482454929184,2.0828243495067006e-05,1.1356447115932912e-18,
19215,18761397,1660231729,69000.39730042142,8583.461570007297412414097817,1.7166923140014594824828195634,15.610527494095242,20.622709749808628,1912.807738,1897.93,36.1751047705228,1907.4000680337,2.564711649464965e-05,1.1356447115932912e-18,
19216,18873940,1660317066,68302.8295304141,2706.636296187905783186816044,0.5413272592375811566373632088,17.04488706009434,19.18576755881436,1889.648008,1881.29,36.1751047705228,1888.116978891807,8.087345161483524e-06,1.1356447115932912e-18,
19217,18990252,1660412897,82594.19980777321,15246.6829022308660698365318525,3.0493365804461732139673063705,17.98006888029944,23.354801172019,2000.435835,1996.43,41.26609170253192,2001.5028416831046,3.6980997793094264e-05,1.1084092634232313e-18,
19218,19115251,1660519744,80128.85481615886,0,0,17.98522540332647,23.35995769486749,1942.762081,1934.4145,41.276389236640405,1941.2757825490637,0.0,1.1382237868966076e-18,
19219,19185739,1660568737,153341.9076413049,38870.4272139186127224943484015,7.7740854427837225444988696803,38.43880018986409,42.77435446574901,1894.31697,1882.5915,81.07577492930382,1891.3406350419154,5.053559263970499e-05,1.0966961696766806e-18,
19220,19392966,1660665044,153405.12982933514,0,0,38.43391783373479,42.77308022758867,1891.147316,1887.19,81.06962626641818,1892.2639327977365,0.0,5.405381428447209e-19,
19221,19562468,1660778522,144897.28953602217,1204.655887904275467745617785,0.240931177580855093549123557,37.97450456667041,40.92117286413889,1842.047272,1831.4836,78.76266055639628,1839.669819587565,1.6578377546011513e-06,5.05385960651008e-19,
19222,19645069,1660843759,73201.00000665252,62486.397312473445097146780578,12.4972794624946890194293561156,15.723510473838891,23.321371040409016,1876.362503,1873.7318,38.9652770607746,1878.6213143686894,0.0001724967477543232,8.247521339588954e-19,
19223,19821715,1660945624,94326.3082276265,61103.311694442707210816656512,12.2206623388885414421633313024,22.361162371222672,33.40029182125609,1698.549453,1686.954366,55.63743452632339,1695.3748682103324,0.0001289334634933822,5.466196819094927e-19,
19224,19931246,1661007159,115004.84712578924,11491.2852703436412029489671675,2.2982570540687282405897934335,29.360981618292744,40.901840184108295,1641.212192,1633.6,70.10821878614034,1640.3903724412478,1.9932779933164288e-05,4.496809170768315e-19,
19225,20068756,1661105981,106534.1664560346,2709.9156357484504339900811105,0.5419831271496900867980162221,27.752583303437703,38.00437301228668,1623.725996,1617.4869,65.61246040203747,1623.6880282076174,5.076764517662186e-06,4.669738710084144e-19,
19226,20140721,1661157334,101090.42566504682,4037.727230544670513358917938,0.8075454461089341026717835876,25.13276889851095,40.63574500228668,1541.953756,1534.04,65.61246040203747,1540.7199340737975,7.564290956373662e-06,4.669738710084144e-19,
19228,20462932,1661377551,105641.65240003115,18127.1073030426873537006682105,3.6254214606085374707401336421,21.343531221930977,41.504736869698064,1684.516898,1679.04,62.679410029613784,1685.4283144994383,3.424007134306065e-05,5.341748922898759e-19,
19229,20570550,1661468615,4552241.730630189,299166.322613580017466497423249,59.8332645227160034932994846498,1057.8317334569442,1629.3526062611766,1704.185777,1687.48,2680.598286197921,1698.2185484744714,1.3033366265693453e-05,2.1245037368484452e-20,1.2252631438684284e-17
