day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI,dailyLDORewardROI
19472,94253276,1682465535,17572155.006535783,125949.1456004998215781449722045,25.1898291200999643156289944409,4355.743114204817,4531.057687625745,2089.909697,1869.11,9171.324981154405,1915.9886976684102,1.2806471156358464e-06,0.0,5.861917245618407e-19,5.456466967740264e-19
19473,94577978,1682553029,17835613.736797675,137872.099543896144242453364324,27.5744199087792288484906728648,4421.144879138741,4627.718736127266,2083.685701,1863.41,9336.913800635588,1910.2258109723107,1.3811054658426807e-06,0.0,5.593598513524399e-19,5.26474026232569e-19
19474,94863675,1682638586,18309434.880039863,60437.144143837284279714020844,12.0874288287674568559428041688,4444.687661805163,4617.096276950356,2137.339393,1908.0453,9352.236106803452,1957.7601197130105,5.889862801512632e-07,0.0,5.478183017319945e-19,2.629525342282916e-19
19475,95113458,1682724370,18224393.217591465,41847.170266610187531436918207,8.3694340533220375062873836414,4461.488495837658,4620.081518462644,2122.233943,1895.22,9373.474442634353,1944.2516570696084,4.104707328337681e-07,0.0,5.39666775921911e-19,2.6107019694856644e-19
19476,95357420,1682810976,18341665.387211446,150997.778280670353615702179012,30.1995556561340707231404358024,4546.990734836134,4547.8770770298215,2129.982076,1903.45,9396.333047243224,1952.0024774550407,1.469980895730281e-06,0.0,5.441847707040327e-19,2.5913977143693122e-19
19477,95589502,1682893169,18213305.56946107,64559.6658718791832885416927645,12.9119331743758366577083385529,4510.384171479834,4564.852579821002,2120.198539,1895.0,9372.941131112311,1943.1793409012535,6.32526772762427e-07,0.0,5.530298973743345e-19,2.5728319999079237e-19
19478,95769416,1682983382,17296806.292343263,101141.242521832781781329563208,20.2282485043665563562659126416,4461.782947576454,4454.376882580976,2049.694673,1830.000866,9212.150431523978,1877.6078854676095,1.0434890684183381e-06,0.0,5.505979741628187e-19,2.56115421705387e-19
19479,95922465,1683062675,17787679.593552645,13807.0116927107817614579753955,2.7614023385421563522915950791,4462.702237204262,4502.96676263589,2095.748101,1873.205,9260.529820168373,1920.8058220182086,1.385783167726553e-07,0.0,1.1421178067639439e-18,2.5365558647017375e-19
19480,96215680,1683157522,18129969.24741364,19672.3233580609982485840930765,3.9344646716121996497168186153,4474.166093804761,4506.30211947442,2133.780251,1904.6841,9276.287918612947,1954.442273297243,1.9334459579834872e-07,0.0,1.1247564250022498e-18,2.495142461362043e-19
19481,96421494,1683240796,17854646.569836497,63081.0040561156880093267938685,12.6162008112231376018653587737,4445.0973068764115,4548.956849535791,2098.213382,1874.69,9286.127087445713,1922.7226164043036,6.305378798294295e-07,0.0,1.0821843198231828e-18,2.4403691486564477e-19
19482,96572917,1683328910,19045852.313571714,107291.090958800551960870768751,21.4582181917601103921741537502,4473.9587601695885,4559.332056381589,2224.99686,1994.0,9327.732412745094,2041.8523464018022,1.0052040235909046e-06,0.0,9.735362712326426e-19,2.3902385052020733e-19
