blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
12396650,1620516825,1848163323.751236066093730261871346,14365967.845326439224236039655865,2021-05-08 23:34:24
12403211,1620604202,1877006716.697338648939203956636427,2701912.254719004707580174821986,2021-05-09 23:49:20
12409427,1620686600,1875366577.003098816188637167614936,5360875.50367765856158384648263,2021-05-10 22:43:12
12416112,1620776130,1878858477.002079959993801319711426,1646105.870692146945151017459806,2021-05-11 23:36:32
12422630,1620863584,2082145039.396468997414004430667096,4188931.586142997595690641333136,2021-05-12 23:53:36
12429105,1620949192,2210217923.451807887908850803735659,2141920.378525014793746568264741,2021-05-13 23:40:48
12435661,1621036630,2230064332.373424713838811681405036,8816258.199177051623586187312499,2021-05-14 23:57:52
12442132,1621122943,2238713017.501958860036896841815706,2520937.779314405464010405810212,2021-05-15 23:55:44
12448606,1621209589,2206331539.869687446073331063274304,3114124.2807773437591040066466,2021-05-17 00:00:00
12454993,1621295457,2233228802.492829310283853607485102,9983302.790919594779457324545119,2021-05-17 23:51:28
12461457,1621381933,1846738981.601127685521485735183368,12309615.348575927746760059289454,2021-05-18 23:51:28
12467850,1621467923,1785457734.042885891139081222659445,17969154.524806686647776583724921,2021-05-19 23:45:04
12474331,1621554581,1797372560.23533885796503345173827,4834088.040604540820020308815536,2021-05-20 23:49:20
12480761,1621641345,1849124943.595375117930574209876484,2716966.328515118794915782781042,2021-05-21 23:55:44
12487155,1621726798,2169185328.335656615299505387104537,3694463.298892931930232780723782,2021-05-22 23:40:48
12493699,1621814379,1939043784.996746990738505461747975,2873540.834350465706809747890673,2021-05-24 00:00:00
12500056,1621898988,1295417789.31628996690334909353282,3665194.70250379995934870048271,2021-05-24 23:30:08
12506581,1621987046,1315434518.571383032832433070649115,4119234.859313998622977398316201,2021-05-25 23:57:52
12513001,1622073156,1372058208.827450831505544190841845,6689559.560663874131877231236154,2021-05-26 23:53:36
12519380,1622159111,1376266075.067311872207418795356412,15456175.638525795430957147538936,2021-05-27 23:45:04
12525893,1622246056,1350795161.938756970051719184112856,4194278.004677858707162251876315844,2021-05-28 23:53:36
12532346,1622332297,1385956196.368784301088318468685709,31216895.53610216283295767607350103,2021-05-29 23:51:28
12538767,1622418843,1387923990.696427829719097102500747,4205227.480740613852495013091262935,2021-05-30 23:53:36
12545128,1622504356,1451928539.006628493088673220148584,36116278.37679933447015001944183226,2021-05-31 23:38:40
12551678,1622591659,1454906056.579617109996970924325371,87933726.3944749232766649911393109,2021-06-01 23:53:36
12558193,1622678239,1472144381.293999290603376172512807,12470848.88402334531885677121438017,2021-06-02 23:57:52
12564602,1622764774,1481634469.379584196721585857244516,1497818.002782541493699739046336161,2021-06-04 00:00:00
12571034,1622850092,1826874698.353010043165541414960668,2824201.012571216566557470843219037,2021-06-04 23:40:48
12577531,1622937265,1831716320.638965506070341230060747,1717266.787408448554461596200027694,2021-06-05 23:53:36
12584067,1623023637,1842055528.110601325323440785437374,4600281.705855376263997980896195904,2021-06-06 23:53:36
12590502,1623110106,1865194391.434325618133562228816861,4936799.645412800851607551347371815,2021-06-07 23:55:44
12596896,1623195581,1869140666.1311787909669133862191,3792740.32843909930939553365113262,2021-06-08 23:38:40
12603360,1623282365,1930414512.461757237191315080792319,14277915.94312940308897095397866226,2021-06-09 23:45:04
12609868,1623369187,1760254820.629944311141401260634778,1965107.552278904716294229422800789,2021-06-10 23:53:36
12616341,1623455895,1825925936.140600078287175064181162,2761013.940727485997277415961774992,2021-06-11 23:57:52
12622732,1623541694,1853213204.333035410074221786638919,14692912.84187015069139427581607433,2021-06-12 23:47:12
12629248,1623628658,1857465832.932798379687222966698514,192670.0443860227023509005242254099,2021-06-13 23:57:52
12635606,1623713774,1865054086.842521353202216201855244,8706616.553144442575306933152911788,2021-06-14 23:36:32
12642123,1623800661,1816810551.03210440591142104058659,4037045.21373522618827708459283389,2021-06-15 23:45:04
12648569,1623887635,1917932303.035780569613417764631845,37652981.04946720242414877536674018,2021-06-16 23:53:36
12655063,1623974355,1890598618.999661743421892848023793,48077072.13268211693724412651917341,2021-06-18 00:00:00
12661414,1624059902,1930188124.729418832504425594769799,5071415.62913406325488908474555773,2021-06-18 23:45:04
12667836,1624146415,1950988566.943442675287093510130279,3558376.059349372288499932121076536,2021-06-19 23:47:12
12674315,1624233003,1952428723.927278520450052537943571,13950363.26189262533040191632280873,2021-06-20 23:49:20
12680580,1624318579,1746012258.879417212785731137336605,7049045.625991984738459624860290626,2021-06-21 23:36:32
12687112,1624406375,1727748043.275697844940449053378519,39229608.67335224417753404782401315,2021-06-23 00:00:00
12693487,1624492165,1751762924.68778579603756581435131,10997284.3864785632296626073159331,2021-06-23 23:49:20
12699919,1624578647,1774118595.934195143389413873433261,20638734.60733579648457223857723554,2021-06-24 23:51:28
12706259,1624664918,1773511681.507292914991332802854507,6838655.293153995614931013372835295,2021-06-25 23:49:20
12712681,1624751101,1776682761.120185641528015040734698,1323347.428472146159175300482754078,2021-06-26 23:45:04
12719162,1624838208,1503015378.184471076387654977835532,4281084.044159309188714138570346305,2021-06-27 23:55:44
12725631,1624924584,1533588239.061617047748141283453651,11408637.88644359819778348893420967,2021-06-28 23:55:44
12731959,1625010149,1583261306.238371722133875863567091,517299.3288866396483438854969486964,2021-06-29 23:42:56
12738476,1625097121,1605851169.651605854239666867243649,438953.2032633414181417059935292871,2021-06-30 23:51:28
12744846,1625183897,1701587429.20535453515808126715826,83889038.4331745965205641847096627,2021-07-01 23:57:52
12751279,1625270129,1906697489.943633920059641762140492,1627089.946882013390894513377928423,2021-07-02 23:55:44
12757515,1625354102,1915173638.697644857666395162662215,1167569.146281880552981575640250904,2021-07-03 23:15:12
12764160,1625443080,1913330108.58904098905022569684741,317912.7757916257167546871055448333,2021-07-04 23:57:52
12770511,1625528415,1912749598.068339312739044756556257,811359.3018187585362089647507389898,2021-07-05 23:40:48
12776995,1625615585,1912978616.063818282672143562127875,436682.1346882992394567637071924397,2021-07-06 23:53:36
12783339,1625701449,1902184070.557399396697768686658214,1128555.983959558262850666206987148,2021-07-07 23:45:04
12789851,1625788737,1978042370.305742913914411939075224,6668608.215429044235673034802014366,2021-07-09 00:00:00
12796218,1625874675,1992079126.152249053495962239927533,428555.6888308850126299294547934548,2021-07-09 23:51:28
12802683,1625961315,1994222960.602477232935608483175536,757683.2640402409409450284534503007,2021-07-10 23:55:44
12809115,1626047757,1997204306.141273347747177453726409,35203794.53686299703778491835316094,2021-07-11 23:55:44
12815421,1626133138,2013009270.512009657476005134492202,4083545.459351085786034886892050074,2021-07-12 23:38:40
12821674,1626218795,2012924524.864831129610377691191672,2806485.830280535151727419626690119,2021-07-13 23:25:52
12828155,1626306417,1723519856.623555987818360901888485,2100843.756785623333994397591685631,2021-07-14 23:47:12
12834358,1626389853,1724919202.911183489953899676801891,9638948.922033322048427048947625601,2021-07-15 22:58:08
12840957,1626479813,1744748537.063777305042378798882506,1926445.073688764610783368134074507,2021-07-16 23:57:52
12847311,1626566119,1745044736.415440390783215185438085,4085325.127763522204127942490490039,2021-07-17 23:55:44
12853573,1626651168,1745049300.530656541657243559345305,5542962.559251793203338677587820613,2021-07-18 23:32:16
12860131,1626739135,1676658751.208081740759176428774891,1782700.651119208058560578805568709,2021-07-19 23:57:52
12866377,1626824121,1723583042.043920974020169356076709,26136610.90905645386472916471615305,2021-07-20 23:34:24
12872816,1626910820,1722803556.029317530371340606548074,29004033.73824712890351511918845452,2021-07-21 23:40:48
12879223,1626997080,1742179173.12488907652509859301329,9158623.697286443598024742459498853,2021-07-22 23:38:40
12885626,1627084332,1745010538.706548514682361471587587,3567834.511124170158573033646642316,2021-07-23 23:51:28
12892108,1627171099,1749898718.53912321794794279657867,8316898.56711502769155553927324106,2021-07-24 23:57:52
12898490,1627257284,2103388219.771003567690165423027215,1461644.253142676574267590162580396,2021-07-25 23:55:44
12904821,1627343587,2108586468.111182514173253025833177,4063031.258109681864231158808787296,2021-07-26 23:53:36
12911026,1627429080,2139503268.910563334928823148871131,2278889.651968805205824144103719118,2021-07-27 23:38:40
12917402,1627516496,2151196509.45834939645927239660512,1331317.191507840297033270467383891,2021-07-28 23:55:44
12923749,1627602814,2166406224.071401250426228883511015,1393928.899727064478004707097368876,2021-07-29 23:53:36
12929928,1627688256,2170184531.649404795259323935133612,1444814.027503998487910206584976512,2021-07-30 23:36:32
12936289,1627775384,2471229166.91836272410706630438531,37125856.00248789141129173752738295,2021-07-31 23:49:20
12942551,1627860842,2494811515.256572681284472685179759,9540836.812281242631922507129017144,2021-08-01 23:34:24
12949027,1627948532,2503727529.560327767521983176681639,5438262.669665858721836569697698468,2021-08-02 23:55:44
12955382,1628035061,2409321053.45724966435130770671821,131972672.5621409670852136300541023,2021-08-03 23:57:52
12961703,1628121398,2418487085.389770162253586413234914,8741517.138689103768020912751170419,2021-08-04 23:55:44
12967982,1628206968,2277917402.918797985336159746953959,11690986.01658711043177208121808439,2021-08-05 23:42:56
12974438,1628293248,2643562910.723562016484147514025461,121948853.4782411700978792291546276,2021-08-06 23:40:48
12981014,1628379849,2676359968.863963398729416247032809,73657672.1078358633886299838726768,2021-08-07 23:45:04
12987522,1628466582,2693436150.497386069609082876249622,9663176.058114877267508946581862883,2021-08-08 23:49:20
12994035,1628553225,2709199879.87030310178660608178075,8980701.419608371121804844093728075,2021-08-09 23:53:36
13000503,1628639078,2730959046.212639718576789363754143,9435910.02051648215743592856338404,2021-08-10 23:45:04
13006908,1628725556,3166541753.837967152190916677577056,29661329.18311735325913822805948073,2021-08-11 23:45:04
13013445,1628812349,3233980042.282673765140111969014168,10293593.62785125382705029531762851,2021-08-12 23:51:28
13019918,1628898644,3395832339.733473205086908686991244,63290924.63683485423229091046625168,2021-08-13 23:51:28
13026388,1628984754,3424954195.124799059147951245370028,18163191.13111215478260204505616675,2021-08-14 23:45:04
13032766,1629070504,3434663366.164042064390733950936388,5587247.154398699030450297016019118,2021-08-15 23:34:24
13039358,1629158113,3389886173.94767919185471250803424,18070426.25119497953725352037504519,2021-08-16 23:55:44
13045796,1629243312,3307152532.623979817503026550199484,7788690.257034446056023338082201721,2021-08-17 23:34:24
13052268,1629330844,3263269083.483451653473975228249192,15705675.79896142180783720562056004,2021-08-18 23:53:36
13058805,1629416980,3407408061.80278538461663970126776,38385141.30708157374949918471604799,2021-08-19 23:49:20
13065316,1629503952,3512913231.881296022872081262113436,19119287.70847726669347236882201788,2021-08-21 00:00:00
13071647,1629588917,3574017737.82011680479511214537096,74214132.22188518091103400266148483,2021-08-21 23:34:24
13078268,1629676776,3623199183.68221922224940195179676,8971237.144413751843495501617618353,2021-08-23 00:00:00
13084678,1629763193,3739421501.53252659016530747441076,20268528.99380869790343035615199597,2021-08-24 00:00:00
13091131,1629848907,3760116312.2690837973967613187436,30049779.98614962099859415183803216,2021-08-24 23:49:20
13097608,1629935769,3763096033.94909261758103016991463,74379499.60023105782024780407917225,2021-08-25 23:55:44
13104093,1630021857,3748750629.2204139107269192022317,17555186.15349227628162979502854481,2021-08-26 23:51:28
13110553,1630108591,3856225788.43745773531067165483912,85348761.28836919222139881153908654,2021-08-27 23:55:44
13117014,1630195122,4122958956.67165994943078893421108,17746711.33105713178450422249158151,2021-08-28 23:57:52
13123424,1630280327,4138124713.24984230493070097540072,9105370.582415564776953461395365387,2021-08-29 23:38:40
13129976,1630367898,4121049892.163369879728908564101112,102530024.0327733221098584870964294,2021-08-30 23:57:52
13136260,1630452226,4172619331.98147768701549329049004,9930954.678265531893542956072637814,2021-08-31 23:23:44
13142793,1630539545,4151420876.73701110162226920777224,78235464.27867830200103498923077616,2021-09-01 23:38:40
13149416,1630627079,4185952134.750945638133842173251168,18830345.99406091980725586196465317,2021-09-02 23:57:52
13155672,1630710889,4946032321.80696493872849443585274,12668805.5724763746910770977440688,2021-09-03 23:15:12
13162033,1630796083,4947197559.588303982455762776017142,12426568.8706606129368287803849637,2021-09-04 22:53:52
13168829,1630886127,4955337447.261523513137833382678696,4428998.687220696088658016528934701,2021-09-05 23:55:44
13175282,1630972491,4852213652.304792714424919141264313,30834278.63846251282682491381623919,2021-09-06 23:55:44
13181719,1631059079,4759085805.083014681391751448440384,54145929.66229775139121471405032885,2021-09-07 23:57:52
13188052,1631143221,4814949081.062449673854653254621548,21795570.97520000466866085800674595,2021-09-08 23:19:28
13194667,1631231813,3912061670.698046295345113756318972,44174346.75594961151495081841630033,2021-09-09 23:57:52
13201055,1631317213,3856896218.048786484099134785964552,62531821.67052148583388466701593575,2021-09-10 23:40:48
13207533,1631404710,3726620255.495819727521387013605074,284593542.0559700846187790207801281,2021-09-11 23:57:52
13214064,1631491038,3896981058.544140002923904302688742,35506638.24861341828911385268868404,2021-09-12 23:57:52
13220477,1631577458,3860973042.763247840249494891936577,18430153.24614251271701565553109705,2021-09-13 23:57:52
13226932,1631663595,3739872931.29920376579557407661935,33880106.78473352006991590052207641,2021-09-14 23:53:36
13233401,1631750361,4031663150.37517812805894779690175,30454346.06821663411097560386913404,2021-09-16 00:00:00
13239886,1631836615,4069878812.25066772164941775970815,79563028.28392366486621031318176261,2021-09-16 23:57:52
13246242,1631921729,4083010293.9619706645567226491957,33351022.6535444525688444648481699,2021-09-17 23:36:32
13252788,1632009319,4091604657.4257994687999505197415,21795513.35700876052933586786719909,2021-09-18 23:55:44
13259157,1632093616,4096730497.3431184942946815805811,5973721.02641908876737719528804597,2021-09-19 23:19:28
13265707,1632181649,3843351080.397552354895546482939354,64340032.4347427309547034934521551,2021-09-20 23:47:12
13272249,1632268747,3850032548.793103654359677561816589,8466783.632968425649997747342047572,2021-09-22 00:00:00
13278592,1632353808,3861576451.983121198462963712066049,9888547.163600895491801758601696431,2021-09-22 23:36:32
13285058,1632440971,3942682076.694841157370074827207518,22735173.94704932324218912236802487,2021-09-23 23:49:20
13291443,1632526549,3942052476.778641717347378165345304,34994988.73811412689696232121173899,2021-09-24 23:36:32
13298045,1632613294,3644053558.425370268605659487334445,17269442.68327480548272839533097916,2021-09-25 23:40:48
13304527,1632700765,3654288364.994245379541933226763775,16579381.77970674324846425655587637,2021-09-27 00:00:00
13310979,1632787159,3699065918.587526471196651352372695,22612257.12895370811259901655919472,2021-09-28 00:00:00
13317311,1632873128,3706657294.817081808871231861283535,19383208.2652712254609687527822946,2021-09-28 23:51:28
13323708,1632959163,3709270197.427783426834235397201477,16289674.54441056085701005109243902,2021-09-29 23:45:04
13329980,1633044738,3721074084.306713722435107666650586,8068577.908258765070368681974623329,2021-09-30 23:32:16
13336467,1633131279,4103136650.70500999918360459348256,29166730.87943024201865621585437703,2021-10-01 23:34:24
13342949,1633218971,4107549458.74837216280304881476336,51398845.95436194505371047247167588,2021-10-02 23:55:44
13349187,1633303672,4120738392.20269975178952570156868,12719495.03727458884482903194925988,2021-10-03 23:28:00
13355635,1633391315,4142165324.67509275866739164664472,32043205.97154906210174424007128501,2021-10-04 23:49:20
13362041,1633477399,4152370305.55462182171207328795924,7547921.578291011074742916478853657,2021-10-05 23:42:56
13368504,1633564515,4088368280.77949559955712754044868,17819777.41328579083705467759782029,2021-10-06 23:55:44
13374789,1633650223,4547265492.207588479506453107228005,68586714.33112902488872477185524684,2021-10-07 23:42:56
13381261,1633737434,4573067662.774238870737604737524015,28862754.94993742160573361553885123,2021-10-08 23:57:52
13387518,1633822487,4522731975.569295684733409854006585,18227112.84816851837739659891927032,2021-10-09 23:34:24
13393939,1633909746,4534840416.971292087392911440256085,18148942.93313757043473203382623991,2021-10-10 23:49:20
13400345,1633996290,4528658436.051590814583255042633775,15559396.4902441931324996008953655,2021-10-11 23:51:28
