,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
231,18759201,1702252259,33315741.18127455881462720729362966,21817433.402178008030094899195432,2023-12-10 23:51:28
232,18766325,1702338383,29203785.12104441639071745023937151,73775303.570609390010896744522691,2023-12-11 23:47:12
233,18773509,1702425251,28554543.91802320556623001512774015,35340909.618032012665697428767266,2023-12-12 23:53:36
234,18780659,1702511807,29320776.05919285732482452445607267,39409427.775637990967419328779941,2023-12-13 23:55:44
235,18787789,1702598231,31427906.34197506096842335235728737,14281230.387295449647900837817804,2023-12-14 23:57:52
236,18794889,1702684223,30403613.81621898604526085851674634,19023945.363723553657828459885454,2023-12-15 23:49:20
237,18802033,1702771055,30509268.93016490347351370867280476,21891558.637005881279592471548817,2023-12-16 23:57:52
238,18809145,1702857335,30183948.65759937517601165737394214,52772962.509485090428495569874563,2023-12-17 23:55:44
239,18816189,1702942631,27278285.94510959894730580077920489,78749672.63426025158344161143024,2023-12-18 23:36:32
240,18823390,1703030075,28321850.96460329185805078989488763,42056940.910446868433716204287672,2023-12-19 23:53:36
241,18830161,1703112203,31386685.35852569881378893180857885,90401430.569257356205684883998877,2023-12-20 22:43:12
242,18837640,1703202755,29407544.20379165007506850094685628,50958212.846135815845863394511447,2023-12-21 23:53:36
243,18844780,1703289251,32889326.20214422686859806761616601,51768422.216248843536194725516581,2023-12-22 23:53:36
244,18851911,1703375711,32757653.97024406679916780007335066,43209335.454728605249986946178121,2023-12-23 23:55:44
245,18859047,1703462363,32924755.19682948568858933939510313,37307634.351161958350527056502305,2023-12-25 00:00:00
246,18866146,1703548679,32967809.48624736891431183711319821,62181341.774216941924312738390543,2023-12-25 23:57:52
247,18873044,1703632139,31247344.83099512359520004498621941,27697116.191136919334927098106491,2023-12-26 23:08:48
248,18880389,1703721395,31525884.51360624422298145083272715,37027143.365971570358121634561236,2023-12-27 23:55:44
249,18887488,1703807447,30795697.75067152900048934074420406,54814302.815837589749496478431342,2023-12-28 23:51:28
250,18894559,1703893319,29697920.4720624409490928588141044,50548810.754643728777784052865666,2023-12-29 23:42:56
251,18901653,1703979539,29728656.00007094176469925870625186,39034437.183685790876398435086149,2023-12-30 23:38:40
252,18908877,1704066995,30011630.92044253679733261000409759,31444484.970232987228433058225249,2023-12-31 23:55:44
253,18915995,1704153527,30921732.11504722695389510364778312,22304537.47013614340353985874632,2024-01-01 23:57:52
254,18923070,1704239363,32195563.81433951646473091199425665,33905716.154854555899289502674911,2024-01-02 23:49:20
255,18930225,1704326075,30085987.5506468816703077773405193,37283678.7183173825899844949368,2024-01-03 23:53:36
256,18937345,1704412355,31035549.75092838554791183593308243,16541276.905344506636358974077151,2024-01-04 23:53:36
257,18944409,1704498323,30690714.91575635685068731233648061,49551997.434983225019940961016062,2024-01-05 23:45:04
258,18951433,1704584327,30277257.48575953556424382757435434,31730510.890261719021974821720669,2024-01-06 23:38:40
259,18958554,1704671195,31460140.64128043384972221054107028,9700801.199031368835449578141711,2024-01-07 23:47:12
260,18965701,1704758291,33128417.04644483135101977976962634,51886335.253370667141591966813806,2024-01-08 23:57:52
261,18972829,1704844703,32028058.05030142203238906607556424,116996919.23602053466626293228678,2024-01-09 23:57:52
262,18979965,1704931043,47678785.24154896118214893603976959,69684771.763626959860635281265633,2024-01-10 23:57:52
263,18987005,1705016423,48127546.05233539921300568662125638,80400781.746988993495930072664759,2024-01-11 23:40:48
264,18994245,1705103903,44512505.05531354055854076320489887,84551198.893244287965957731423141,2024-01-12 23:57:52
265,19001382,1705190111,46681800.40124104702653020311172233,24472515.547585971005156137021382,2024-01-13 23:55:44
266,19008534,1705276439,33247163.78618108969678932196338352,20651547.648722643566952057995294,2024-01-14 23:53:36
267,19015681,1705362695,33687537.23184903052771472500141183,25229266.499017340778436907151036,2024-01-15 23:51:28
268,19022809,1705448639,34778469.61564193272995131396399961,31760907.481792266997501917038349,2024-01-16 23:42:56
269,19029944,1705534943,34456045.71300267828087295614751266,45253695.621027096433698140277141,2024-01-17 23:42:56
270,19037081,1705621151,33100180.73002617860471593084686449,57671426.250023700781664639180444,2024-01-18 23:38:40
271,19044316,1705708415,33384424.81775402907218522851388792,54319649.928890149223103565499285,2024-01-19 23:53:36
272,19051481,1705794803,32732245.67783946488171921344448873,8683293.018061560168005221420406,2024-01-20 23:53:36
273,19058433,1705879703,33882068.84122726410523230057754488,25826996.577490433853983267256784,2024-01-21 23:28:00
274,19065664,1705967927,31308150.60908905116544596749792078,57321305.813830012490531654976202,2024-01-22 23:57:52
275,19072785,1706054375,29136329.5383810799489936990038637,93236608.525465411938949600858582,2024-01-24 00:00:00
276,19079928,1706140799,27880296.15597414332729038143071529,30349033.036532111298967162502491,2024-01-25 00:00:00
277,19086971,1706226059,27321096.71043907951581805013228585,55712140.549070419850569082127363,2024-01-25 23:40:48
