,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
371,16651792,1676677955,4149911.880587127781403265999764957,2188752.1201760506385382982173922,2023-02-17 23:53:36
372,16658935,1676764763,4099306.072205119745863689651801041,1216362.2474812708970023922213849,2023-02-19 00:00:00
373,16666027,1676850863,4085452.5169451740202438184932848,1241014.1809717801368755360353365,2023-02-19 23:53:36
374,16673163,1676937347,4122206.092048086684259326446200456,4748856.6648811688451078303469872,2023-02-20 23:55:44
375,16679916,1677019343,3621109.146298428558046996704379059,1267255.0691823014679708734746989,2023-02-21 22:43:12
376,16687292,1677109139,3607677.244075939579975126294135788,1988468.189667909599155439077071,2023-02-22 23:38:40
377,16694452,1677196055,3616188.247983790295383775029029036,1942122.5340299786986502385491301,2023-02-23 23:47:12
378,16701587,1677283067,3842264.975598921946052010910026986,1486173.1860284824025617536402792,2023-02-24 23:57:52
379,16708598,1677368243,3744334.254905543122659355711136672,643442.8862211047882938205643694,2023-02-25 23:36:32
380,16715702,1677454439,3849806.30543760271960833923691913,510160.7102293137063361156981206,2023-02-26 23:34:24
381,16722955,1677542315,3787371.036874532363081083164642872,1438698.0815536433799854289440329,2023-02-27 23:57:52
382,16730058,1677628643,3733142.100481425883573618985061576,961754.7668363078333793760368268,2023-02-28 23:57:52
383,16736895,1677711635,3859700.552625773947922524675368632,1353834.8935498899112398650582261,2023-03-01 23:00:16
384,16744278,1677801479,3852888.231709908105687285303110727,1299433.7166218310773178588317899,2023-03-02 23:57:52
385,16751167,1677885323,3604097.790813441527578401386015183,1581941.1497613418505217393967264,2023-03-03 23:15:12
386,16758490,1677974339,3709661.933325434770767023623437334,671878.7993821897034555033532516,2023-03-05 00:00:00
387,16765171,1678055399,3946737.099309992728893052775648658,868209.5489707125033455480533057,2023-03-05 22:30:24
388,16772727,1678147199,4116523.894471269284346165013840892,606077.4373404430687920912837664,2023-03-07 00:00:00
389,16779836,1678233515,4094780.317060633638011782444826729,837041.1171725939835076123766278,2023-03-07 23:57:52
390,16786876,1678319135,3794323.727730961625261932566774835,1475725.0621143894070764141844518,2023-03-08 23:45:04
