timestamp,day,blockNumber,totalValueLockedUSD,dailyLDORewardAmount,dailyLDORewardUSD,dailyLDORewardROI,dailyCRVRewardAmount,dailyCRVRewardUSD,dailyCRVRewardROI
1609887250,18632,11597392,11581662.270864910903619262424532,,,,,,
1609976484,18633,11604105,13269332.77516214039728814878794286,,,,,,
1610062704,18634,11610527,14631597.14170206431712925546566254,,,,,,
1610149409,18635,11617132,14322861.64618922150216076259870191,,,,,,
1610236385,18636,11623655,18709406.09467768134044391907270095,,,,,,
1610322850,18637,11630206,33888756.90249030601244577287299574,,,,,,
1610409151,18638,11636729,29888147.03844782665140176927876595,,,,,,
1610494881,18639,11643226,34433919.20046273541918152618412075,,,,,,
1610582134,18640,11649861,76099179.82422285217677288957544421,1.6666666666666666e+23,174796.66666666666,0.0022969586146712683,0.0,0.0,0.0
1610668687,18641,11656272,119488867.6644012723322290634103293,1.6666666666666666e+23,177036.5,0.0014816150111760043,1.794639163541117e+22,13374.727830206528,0.00011193283601758655
1610754627,18642,11662828,129785076.6123977303112891224305321,1.6666666666666666e+23,159112.66666666666,0.0012259704337337302,1.794639163541117e+22,21003.864539161263,0.0001618357448128583
1610840853,18643,11669306,131594813.8907792915462989512627327,1.6666666666666666e+23,146990.33333333334,0.0011169918402356798,1.794639163541117e+22,19569.12231347668,0.00014870739761612954
1610924296,18644,11675587,126566487.1328117112515508429795409,1.6666666666666666e+23,133064.5,0.0010513407064886746,1.794639163541117e+22,30547.827396439465,0.00024135794623409516
1611012773,18645,11682231,116159733.6013704329001818545029297,1.6666666666666666e+23,128723.66666666667,0.0011081608288498004,1.794639163541117e+22,26740.392732637174,0.0002302036334243254
1611100171,18646,11688845,160930314.7871319187442040009933417,1.6666666666666666e+23,144399.16666666666,0.0008972776002934465,1.794639163541117e+22,23986.98554236585,0.0001490520016324722
1611186570,18647,11695432,165510280.9684019892491256676788455,1.6666666666666666e+23,127604.16666666667,0.0007709742616594791,1.794639163541117e+22,28648.148002656286,0.00017308983970684927
1611273561,18648,11701947,167660753.0092838710201161410864892,1.6666666666666666e+23,102159.0,0.0006093197016378851,1.816095222775022e+22,30476.093703862152,0.00018177237759497956
1611356128,18649,11708142,171644548.7306252144375216254187432,1.6666666666666666e+23,105461.83333333333,0.0006144199400054503,1.816095222775022e+22,37471.456409612576,0.00021830845597327632
1611443193,18650,11714732,208569346.5521289366877763352735085,1.6666666666666666e+23,130624.0,0.0006262857038167514,1.816095222775022e+22,38333.15727091487,0.00018379094485648225
1611531776,18651,11721379,187283120.2113696061749479801567606,1.6666666666666666e+23,197185.66666666666,0.0010528747408956073,1.816095222775022e+22,42215.551155306624,0.0002254103365410707
1611619186,18652,11727977,196211925.1281946525360143208315749,1.6666666666666666e+23,175550.16666666666,0.0008946967242280066,1.816095222775022e+22,36279.208056813004,0.0001848980791208794
1611704507,18653,11734408,218010636.6349080972886192957085343,1.6666666666666666e+23,308234.6666666667,0.001413851504790807,1.816095222775022e+22,38444.01172331305,0.0001763400736620635
1611791878,18654,11740952,226277387.8313700449273060975131843,1.6666666666666666e+23,263007.1666666667,0.0011623219146522452,1.816095222775022e+22,32586.160260347766,0.00014400979511320914
1611878322,18655,11747452,235328102.3948610371576899519663937,1.6666666666666666e+23,234302.33333333334,0.000995641111065407,1.1201835030347843e+22,23354.873882297674,9.924387969232052e-05
1611964251,18656,11753864,230174766.4566167683245446826944514,1.6666666666666666e+23,238474.16666666666,0.0010360569507153782,1.1201835030347843e+22,23190.0724853312,0.00010074984691991446
1612049706,18657,11760199,203969003.2794761318863503990351679,1.6666666666666666e+23,232621.0,0.0011404723083402294,1.1201835030347843e+22,27602.878569846307,0.0001353287907772199
1612136513,18658,11766857,208868994.9231532893526658642991194,1.6666666666666666e+23,330464.0,0.0015821591908439247,1.1201835030347843e+22,28717.024283799732,0.0001374882102265358
1612223671,18659,11773401,218211080.4148331286881649393690811,1.6666666666666666e+23,495018.3333333333,0.0022685297758128138,1.1201835030347843e+22,28630.030832954053,0.00013120337784188843
1612310380,18660,11779920,236983254.7982681451253419121672833,1.6666666666666666e+23,496733.5,0.0020960700384626083,1.1201835030347843e+22,27789.545948792023,0.00011726375339239837
1612396556,18661,11786390,257718764.6665799195485303144328007,1.6666666666666666e+23,503571.5,0.0019539574491267203,1.1201835030347843e+22,29837.879896936338,0.00011577690097784956
1612482618,18662,11792883,260988830.5081828778355214644278319,1.6666666666666666e+23,457904.6666666667,0.0017544990939844449,1.10451632677961e+22,34660.020553752394,0.0001328026969057041
1612569503,18663,11799366,376733217.4943799239205222752209005,1.6666666666666666e+23,485872.1666666667,0.0012896982376498691,1.10451632677961e+22,35996.09872844135,9.554798211808423e-05
1612655037,18664,11805796,385475379.6107337876082801436414641,1.6666666666666666e+23,451060.1666666667,0.0011701400154846794,1.10451632677961e+22,34675.561098470185,8.995531993116331e-05
1612742275,18665,11812434,401078277.2762239132889228114445076,1.6666666666666666e+23,422377.6666666667,0.0010531053178324435,1.10451632677961e+22,32970.773283575654,8.220533285293977e-05
1612827936,18666,11818831,405875959.3489670465125883563632099,1.6666666666666666e+23,416995.5,0.0010273964012770525,1.10451632677961e+22,33949.463110408535,8.364492236708016e-05
1612914820,18667,11825367,427440542.9206822774981788542602405,1.6666666666666666e+23,426491.8333333333,0.0009977804875951485,1.10451632677961e+22,35691.1749061073,8.349974165349661e-05
1613001392,18668,11831899,402998175.4652515842958430337999273,1.6666666666666666e+23,370371.1666666667,0.0009190393138606204,1.10451632677961e+22,34067.21559600651,8.453441645654285e-05
1613085981,18669,11838271,394423145.958034102977551552810649,1.6666666666666666e+23,372333.6666666667,0.0009439954791757639,1.1865196179618779e+22,40186.12615398523,0.00010188582127039005
1613171829,18670,11844781,397915689.4528952011851539604519766,1.6666666666666666e+23,379768.3333333333,0.0009543939668613892,1.1865196179618779e+22,40433.01715609073,0.00010161202040483288
1613260628,18671,11851363,408242264.8015330881660723436336101,1.6666666666666666e+23,422486.6666666667,0.001034892031260062,1.1865196179618779e+22,39737.12340015609,9.733711285252222e-05
1613346555,18672,11857890,412145848.745307934581710350464563,1.6666666666666666e+23,418266.6666666667,0.0010148510968629,1.1865196179618779e+22,35624.42096557281,8.643644252155865e-05
1613432454,18673,11864349,412243866.59388136747337341793702,1.6666666666666666e+23,424901.6666666667,0.0010307046413506864,1.1865196179618779e+22,32890.11023637202,7.978314027597999e-05
1613519403,18674,11870888,412353503.7076051705809688964634422,1.6666666666666666e+23,423299.6666666667,0.0010265455800924231,1.1865196179618779e+22,31317.864955806916,7.594906960706711e-05
1613605021,18675,11877365,411274206.5624987848214704958554606,1.6666666666666666e+23,386026.6666666667,0.0009386114191141345,1.1865196179618779e+22,32439.114129584712,7.887466223743147e-05
1613692668,18676,11883908,460391075.9796505969689427753225706,1.6666666666666666e+23,350754.3333333333,0.0007618617119955573,3.038876808620987e+22,84853.15924379184,0.0001843066985241529
1613778641,18677,11890464,457326581.0196560956499656654697864,1.6666666666666666e+23,292346.8333333333,0.0006392517851936712,3.038876808620987e+22,79619.97026920182,0.00017409871538995393
1613865595,18678,11896993,449434911.0413102888789983657631739,1.6666666666666666e+23,256194.16666666666,0.0005700361951702463,3.038876808620987e+22,88539.52953402571,0.00019700189584490803
1613949533,18679,11903283,447590411.5396893404284516463606382,1.6666666666666666e+23,255828.5,0.0005715683209565691,3.038876808620987e+22,87757.44419855901,0.00019606640789439087
1614032412,18680,11909508,461358154.066557712874608560656831,1.6666666666666666e+23,237719.16666666666,0.0005152594889053856,3.038876808620987e+22,78470.1504511239,0.0001700851058108825
1614124331,18681,11916445,439722539.6529624137814273713062983,1.6666666666666666e+23,178942.33333333334,0.000406943736553869,3.038876808620987e+22,63852.42367122288,0.00014521071337761412
1614210195,18682,11922864,431483282.9697311901800508602523372,1.6666666666666666e+23,169788.33333333334,0.0003934992154614808,3.038876808620987e+22,65243.104865152105,0.00015120656451881345
1614295767,18683,11929329,428559396.7970085659051226777818705,1.6666666666666666e+23,177440.0,0.0004140382904357274,2.9463503584358142e+22,60077.8810822249,0.00014018565811702732
1614383329,18684,11935946,417062853.0573477457709500636489197,1.6666666666666666e+23,149915.66666666666,0.00035945581239778425,2.9463503584358142e+22,56557.25757542636,0.0001356084752233964
1614470343,18685,11942491,400523209.440455320700554114581338,1.6666666666666666e+23,152932.5,0.0003818318049874112,2.9463503584358142e+22,57957.18648473355,0.00014470369036965856
1614556264,18686,11948914,308120689.2730937063847440511957735,1.6666666666666666e+23,137869.83333333334,0.000447453994921894,2.9463503584358142e+22,53022.108561360736,0.00017208227297702217
1614642819,18687,11955402,307992957.8173472241780044369037535,1.6666666666666666e+23,139513.16666666666,0.0004529751837683374,2.9463503584358142e+22,57411.4045443369,0.00018640492610998036
1614729516,18688,11961975,303648320.7765100386433030083942858,1.6666666666666666e+23,151200.83333333334,0.0004979472073043985,2.9463503584358142e+22,71873.35903419401,0.0002366993463042858
1614815702,18689,11968374,303521007.941675869936165791263609,1.6666666666666666e+23,143821.33333333334,0.00047384309346050225,2.9463503584358142e+22,67904.09475831645,0.00022372123504335755
1614902276,18690,11974897,292512168.5308025071843235567927594,1.6666666666666666e+23,113733.16666666667,0.0003888151636149462,2.747902927869064e+22,56560.71798200235,0.00019336193179958708
1614987728,18691,11981356,307818542.7287100568134585988806998,1.6666666666666666e+23,127786.5,0.0004151358097768079,2.747902927869064e+22,57560.0478397805,0.000186993438827725
1615074764,18692,11987971,304148759.2953004180535036971531059,1.6666666666666666e+23,134368.0,0.000441783817600719,2.747902927869064e+22,56398.48179314096,0.0001854305831258816
1615160569,18693,11994408,296512452.6463050703715618109575478,1.6666666666666666e+23,116071.83333333333,0.0003914568588854163,2.747902927869064e+22,58415.27766802118,0.0001970078394572583
1615245937,18694,12000830,278341873.6761603368183668294917843,1.6666666666666666e+23,125412.0,0.0004505682107533409,2.747902927869064e+22,64312.49718346242,0.00023105577444767597
1615333799,18695,12007364,278985793.110470037097084875118613,1.6666666666666666e+23,125024.0,0.0004481375148393102,2.747902927869064e+22,66203.98868483181,0.00023730236563916
1615420146,18696,12013892,272559021.8773270628772409198934852,1.6666666666666666e+23,116165.0,0.0004262012653255094,2.747902927869064e+22,61137.29535030972,0.00022430846327965725
1615506454,18697,12020309,328208791.7756949433820737401805792,1.6666666666666666e+23,111101.83333333333,0.0003385096198436474,3.833481801513804e+22,83693.30305219165,0.00025500018631246623
1615593356,18698,12026806,331941136.7981533027347948783698808,1.6666666666666666e+23,107445.5,0.0003236884136639426,3.833481801513804e+22,78410.07510298135,0.00023621680596539303
1615677578,18699,12033144,337211244.5638720697817692466664472,1.6666666666666666e+23,104385.66666666667,0.00030955571129210875,3.833481801513804e+22,88042.19648191899,0.0002610891478301302
1615765075,18700,12039765,337454566.2941955866218435277262835,1.6666666666666666e+23,100542.16666666667,0.0002979428246320223,3.833481801513804e+22,82927.68006679331,0.0002457447264011722
1615846401,18701,12045825,342889313.5885553648998528845795498,1.6666666666666666e+23,96601.83333333333,0.0002817289122321531,3.833481801513804e+22,88880.6939563641,0.0002592110352643276
1615935529,18702,12052565,343509574.8191734293968472791814346,1.6666666666666666e+23,109072.66666666667,0.0003175243855257412,3.833481801513804e+22,94012.9977270488,0.0002736837765775178
1616025170,18703,12059264,348842806.1646868638516980458726141,1.6666666666666666e+23,110463.0,0.0003166555194715725,3.833481801513804e+22,92758.18412895928,0.0002659025282727735
1616111278,18704,12065744,348414621.1317194309896979635882689,1.6666666666666666e+23,106602.0,0.00030596304958080027,4.074770807719814e+22,108487.30920035348,0.0003113741577433384
1616198303,18705,12072300,348566195.244711307832464269682769,1.6666666666666666e+23,101703.5,0.0002917767166968069,4.074770807719814e+22,110914.20194572333,0.0003182012583516766
1616282387,18706,12078655,351527100.2753113794618919629896564,1.6666666666666666e+23,104167.33333333333,0.00029632803061769875,4.074770807719814e+22,113181.03769376593,0.00032196959382398697
1616366079,18707,12084895,349363199.6506207851489986980630081,1.6666666666666666e+23,91709.66666666667,0.0002625052288231289,4.074770807719814e+22,107442.61946067028,0.0003075384573078041
1616455389,18708,12091591,291724371.3677983281594790295794156,1.6666666666666666e+23,94517.66666666667,0.00032399647044744614,4.074770807719814e+22,105928.19014227313,0.00036311052671263345
1616540718,18709,12097989,293619178.4245483687038243364281016,1.6666666666666666e+23,97045.83333333333,0.00033051598963679854,4.074770807719814e+22,121881.61056553351,0.00041510098631671483
1616625914,18710,12104388,286819625.5628033363962452347753373,1.6666666666666666e+23,97137.66666666667,0.00033867161801101007,4.074770807719814e+22,100070.62561075974,0.00034889741388651185
1616715633,18711,12111154,288347544.3999229284914907648200474,1.6666666666666666e+23,97040.33333333333,0.000336539482364183,4.022191417404747e+22,96615.97404579671,0.00033506778858430445
1616803091,18712,12117775,295171265.9243516706681695478866866,1.6666666666666666e+23,63066.666666666664,0.00021366126702464927,4.022191417404747e+22,104083.5344094362,0.00035262082196073705
1616886588,18713,12124030,294753054.062687418717461504871701,1.6666666666666666e+23,120059.83333333333,0.0004073234583272521,4.022191417404747e+22,118459.00742289746,0.00040189238343804867
1616975880,18714,12130754,324520770.7994239231824822989721999,1.6666666666666666e+23,88612.0,0.00027305494123446505,4.022191417404747e+22,121012.81741955025,0.00037289698628980656
1617060770,18715,12137146,336209500.0409861249848716362651945,1.6666666666666666e+23,106654.33333333333,0.0003172258169990184,4.022191417404747e+22,139071.37089201488,0.00041364497694164256
1617148270,18716,12143754,337406123.0909613715491904065518236,1.6666666666666666e+23,163137.5,0.0004835048590864479,4.022191417404747e+22,128202.16280284784,0.0003799639485744774
1617233037,18717,12150104,344968560.9733961729978668744799231,1.6666666666666666e+23,164974.5,0.00047823053652916144,4.022191417404747e+22,124131.86597609094,0.00035983530100780383
1617319394,18718,12156579,356003464.628782494764465774282732,1.6666666666666666e+23,194616.33333333334,0.0005466697733862414,3.331320572631045e+22,113063.82095969153,0.00031759191185846237
1617407250,18719,12163166,353296094.7005171056179897081380141,1.6666666666666666e+23,194815.5,0.000551422738383626,3.331320572631045e+22,112353.81660604668,0.0003180160162859627
1617493775,18720,12169698,452050718.3365738493063090532391177,1.6666666666666666e+23,293064.1666666667,0.0006482993053192454,3.331320572631045e+22,98989.09147994254,0.00021897784355745748
1617580003,18721,12176240,461817878.612946691019428873857179,1.6666666666666666e+23,267248.8333333333,0.0005786887985714315,3.331320572631045e+22,103205.77712116174,0.00022347722316670926
1617666216,18722,12182727,485912067.4963262282771787203002565,1.6666666666666666e+23,219368.83333333334,0.0004514578830355801,3.331320572631045e+22,110699.81594173536,0.0002278186185251971
